"Tipo [Class]";"Identificador [UnityAlias]";"Orden de clasificación [Position]";"Visible [IsVisible]";"Precio/EUR/gross [ListPrices/EUR/gross]";"Precio original/EUR/gross [ManufacturerPrices/EUR/gross]";"IsManufacturerPriceRRP [IsManufacturerPriceRRP]";"IsShippingLinkVisible [IsShippingLinkVisible]";"Tipo fiscal [TaxClass]";"Unidad de referencia [RefUnit]";"Cantidad de referencia [RefAmount]";"Cantidad en el producto [RefContentAmount]";"Fabricante [Manufacturer]";"N.º de producto del fabricante [ManufacturerSKU]";"Código del producto [UPCEAN]";"Existencias [StockLevel]";"Nivel mínimo de existencias [StockLevelAlert]";"Plazo de entrega [DeliveryPeriod]";"Unidad de peso [WeightUnit]";"Peso de entrega [Weight]";"Longitud [Length]";"Altura [Height]";"Anchura [Width]";"Formas de entrega [ShippingMethods]";"Nombre/Español [Name/es]";"Título de la página/Español [Title/es]";"Descripción/Español [Description/es]";"Descripción detallada/Español [Text/es]";"Palabras clave/Español [Keywords/es]";"Funciones básicas/Español [MainCharacteristics/es]";"Producto maestro [SuperProduct]";"Variantes de atributos [SelectedVariations]";"Imagen para la vista ampliada [ImageLarge]";"Imágenes para galería/presentación [ImagesSlideShowString]";"EnergyLabelsString [EnergyLabelsString]";"EnergyLabelSourceFile [EnergyLabelSourceFile]";"_ProductDataSheet/Español [_ProductDataSheet/es]";"EnergyLabelHighestEfficiencyClass [EnergyLabelHighestEfficiencyClass]";"ProductVideoProvider/Español [ProductVideoProvider/es]";"TaxClassMapping [TaxClassMapping]";"PROCESADOR/I3 8100 [PROCESADOR/I3_8100]";"COLOR/DESERT/Español [COLOR/DESERT/es]";"COLOR/JUNGLE/Español [COLOR/JUNGLE/es]";"COLOR/GAV/Español [COLOR/GAV/es]";"COLOR/NEGRO/Español [COLOR/NEGRO/es]";"COLOR/ROSA/Español [COLOR/ROSA/es]";"COLOR/COLOR [COLOR/COLOR]";"TAMAÑO/PEQUEÑO/Español [TAMANO/PEQUENO/es]";"TAMAÑO/GRANDE/Español [TAMANO/GRANDE/es]";"TAMAÑO/TAMAÑO [TAMANO/TAMANO]"
;34276;;1;312,15;;0;1;normal;;;;MSI;;4719072944216;0;1;1;kilogram;7,9;;;;;"MONITOR MSI Modern MD272P";;"Especificaciones:. . PANEL SIZE: 27''. PANEL RESOLUTION: 1920 x 1080 (FHD). REFRESH RATE: 75Hz. TYPE: IPS. RESPONSE TIME: 4ms. ASPECT RATIO: 16:9. PIXEL PITCH (H X V): 0.3114(H) x 0.3114(V). SURFACE TREATMENT: Anti-glare. VIDEO PORTS: 1x HDMI (2.0), 1x DP, 1xUSB-C 65W. VESA MOUNTING: 75 x 75mm";;;;;;;;;;;;;;;;;;;;;;;
;34278;;1;389,16;;0;1;normal;;;;MSI;;4719072944292;0;1;1;kilogram;8,05;;;;;"MONITOR MSI Modern MD272QP";;"Especificaciones:. . PANEL SIZE: 27''. PANEL RESOLUTION: 2560 x 1440 (WQHD). REFRESH RATE: 75Hz. TYPE: IPS. RESPONSE TIME: 4ms. ASPECT RATIO: 16:9. PIXEL PITCH (H X V): 0.2331(H) x 0.2331(V). SURFACE TREATMENT: Anti-glare. VIDEO PORTS: 1x HDMI (2.0), 1x DP, 1xUSB-C 65W. VESA MOUNTING: 75 x 75mm";;;;;;;;;;;;;;;;;;;;;;;
;34280;;1;146,92;;0;1;normal;;;;MSI;;4719072910037;0;1;1;kilogram;6,6;;;;;"MONITOR MSI PRO MP241X";;"Especificaciones:. . PANEL SIZE: 23.8''. PANEL RESOLUTION: 1920 x 1080 (FHD). REFRESH RATE: 75Hz. RESPONSE TIME: 8ms. PANEL TYPE: VA. BRIGHTNESS (NITS): 250 cd/m2. VIEWING ANGLE: 178º(H) / 178º(V). ASPECT RATIO: 16:9. CONTRAST RATIO: 3000:1. SRGB: 105% (CIE 1976). ACTIVE DISPLAY AREA (MM): 534.04(H) x 307.76(V). PIXEL PITCH (H X V): 0.2745(H) x 0.2745(V). SURFACE TREATMENT: Anti-glare. DISPLAY COLORS: 16.7M. COLOR BIT: 8 bits. VIDEO PORTS: 1x HDMI (1.4b), 1x D-Sub (VGA). KENSINGTON LOCK: Yes. VESA MOUNTING: 75 x 75mm. POWER TYPE: External Adaptor (12V 2.5A). POWER INPUT: 100~240V, 50~60Hz. ADJUSTMENT (TILT): -5º ~ 15º. DIMENSION (W X H X D): 541.79 x 416.61 x 180.8 mm. CARTON DIMENSION (W X H X D): 616 x 409 x 125 mm. WEIGHT (NW / GW): 2.85 kg ( 6.28 lbs) / 4.27 kg (9.41 lbs). COMPATIBILITY: PC, Mac, PS5™, PS4™, Xbox, Mobile, Notebook";;;;;;750x600_msi_mp241x_10001.product_16454080213921d35b436e0429fc0acb.jpg;750x600_msi_mp241x_10001.product_16454080213921d35b436e0429fc0acb.jpg;;;;;;;;;;;;;;;;
;34282;;1;9,63;;0;1;normal;;;;CANYON;;5,29149E+12;1;1;1;kilogram;0,03;;;;;"AURICULAR EPM-01 NEGRO CANYON";;"Estos auriculares estéreo con micrófono están diseñados para su cómoda experiencia musical. El sonido de graves profundos será apreciado incluso por los amantes de la música sofisticados. Además, el micrófono en línea permite usar estos auriculares para hablar sobre la marcha. Se incluyen 3 tamaños de auriculares para adaptarse a orejas de todos los tamaños y edades. Una opción decente para una persona inteligente.. <ul>. <li>Características</li>. <li>Conductor: 10 mm</li>. <li>Impedancia: 32 ohmios</li>. <li>Rango de frecuencia: 40 Hz-20 kHz</li>. <li>Longitud del cable: 1.2 m</li>. <li>Sensibilidad: 100dB +/- 3dB</li>. <li>3 tamaños de auriculares</li>. <li>Micrófono en línea</li>. </ul>. . Especificaciones . . Puertos e Interfaces. <ul>. <li>Tecnología de conectividad: Alámbrico</li>. <li>Conector de 3,5 mm: Si</li>. <li>Conector de 6,5 mm: No</li>. <li>Conexión USB: No</li>. <li>Micrófono, jack de entrada: Si</li>. <li>Alcance inalámbrico: 1,2 m</li>. </ul>. Auriculares. <ul>. <li>Frecuencia de auricular: 20 - 20000 Hz</li>. <li>Obstrucción: 32 ohms</li>. <li>Sensibilidad de auricular: 100 dB</li>. <li>Unidad de disco: 1 cm</li>. </ul>. Peso y dimensiones. <ul>. <li>Ancho: 150 mm</li>. <li>Profundidad: 90 mm</li>. <li>Altura: 20 mm</li>. <li>Peso: 30 g</li>. </ul>. Otras características. <ul>. <li>Conector de 2,5 mm: No</li>. </ul>";;;;;;cnaucepm01b_1_.jpg;cnaucepm01b_1_.jpg;;;;;;;;;;;;;;;;
;34283;;1;9,63;;0;1;normal;;;;CANYON;;5,29149E+12;1;1;1;kilogram;0,03;;;;;"AURICULAR EPM-01 BLANCO CANYON";;"Estos auriculares estéreo con micrófono están diseñados para su cómoda experiencia musical. El sonido de graves profundos será apreciado incluso por los amantes de la música sofisticados. Además, el micrófono en línea permite usar estos auriculares para hablar sobre la marcha. Se incluyen 3 tamaños de auriculares para adaptarse a orejas de todos los tamaños y edades. Una opción decente para una persona inteligente.. <ul>. <li style='background-image: url(' images='' comunes=''>Características</li>. <li style='background-image: url(' images='' comunes=''>Conductor: 10 mm</li>. <li style='background-image: url(' images='' comunes=''>Impedancia: 32 ohmios</li>. <li style='background-image: url(' images='' comunes=''>Rango de frecuencia: 40 Hz-20 kHz</li>. <li style='background-image: url(' images='' comunes=''>Longitud del cable: 1.2 m</li>. <li style='background-image: url(' images='' comunes=''>Sensibilidad: 100dB +/- 3dB</li>. <li style='background-image: url(' images='' comunes=''>3 tamaños de auriculares</li>. <li style='background-image: url(' images='' comunes=''>Micrófono en línea</li>. </ul>. . Especificaciones . . Puertos e Interfaces. <ul>. <li style='background-image: url(' images='' comunes=''>Tecnología de conectividad: Alámbrico</li>. <li style='background-image: url(' images='' comunes=''>Conector de 3,5 mm: Si</li>. <li style='background-image: url(' images='' comunes=''>Conector de 6,5 mm: No</li>. <li style='background-image: url(' images='' comunes=''>Conexión USB: No</li>. <li style='background-image: url(' images='' comunes=''>Micrófono, jack de entrada: Si</li>. <li style='background-image: url(' images='' comunes=''>Alcance inalámbrico: 1,2 m</li>. </ul>. Auriculares. <ul>. <li style='background-image: url(' images='' comunes=''>Frecuencia de auricular: 20 - 20000 Hz</li>. <li style='background-image: url(' images='' comunes=''>Obstrucción: 32 ohms</li>. <li style='background-image: url(' images='' comunes=''>Sensibilidad de auricular: 100 dB</li>. <li style='background-image: url(' images='' comunes=''>Unidad de disco: 1 cm</li>. </ul>. Peso y dimensiones. <ul>. <li style='background-image: url(' images='' comunes=''>Ancho: 150 mm</li>. <li style='background-image: url(' images='' comunes=''>Profundidad: 90 mm</li>. <li style='background-image: url(' images='' comunes=''>Altura: 20 mm</li>. <li style='background-image: url(' images='' comunes=''>Peso: 30 g</li>. </ul>. Otras características. <ul>. <li style='background-image: url(' images='' comunes=''>Conector de 2,5 mm: No</li>. </ul>";;;;;;auricular_epm-01_blanco_canyon__1_.jpg;auricular_epm-01_blanco_canyon__1_.jpg;;;;;;;;;;;;;;;;
;34284;;1;24,05;;0;1;normal;;;;CANYON;;5,29149E+12;1;1;1;kilogram;0,65;;;;;"AURICULAR GAMING FOBOS GH-3A NEGRO/NARANJA CANYON";;"<p s=''>Este auricular proporciona audio de alta calidad que lo rodea durante las duras batallas de juegos. Un hallazgo para aquellos jugadores que buscan la mejor calidad a un precio inteligente. Este auricular Canyon brinda una experiencia de juego cautivadora debido a su diseño genial y sonido profundo de alta calidad. La diadema ajustable y la espuma viscoelástica en los cojines de los oídos se adaptan a la forma de la cabeza y las orejas, lo que agrega comodidad adicional durante las sesiones de juego más largas.. Características. <ul>. <li>Diadema ajustable</li>. <li>Calidad de sonido cristalina</li>. <li>Control del volumen</li>. <li>Espuma viscoelástica en almohadilla</li>. <li>Diseño llamativo y forma ergonómica.</li>. <li>Longitud del cable: 2 m +/- 10%</li>. <li>Enchufe: 2x3.5mm</li>. </ul>. . Especificaciones . <ul>. <li>Desempeño. <ul>. <li>Tipo de producto: Auriculares</li>. <li>Estilo de uso: Diadema</li>. <li>Uso recomendado: Juego</li>. <li>Tipo de auricular: Binaural</li>. <li>Color del producto: Negro, Naranja</li>. <li>Tipo de controles: Caja de control en cable</li>. <li>Longitud de cable: 2 m</li>. </ul>. </li>. </ul>. <ul>. <li>Puertos e Interfaces. <ul>. <li>Tecnología de conectividad: Alámbrico</li>. <li>Conector de 3,5 mm: Si</li>. <li>2 conectores de 3,5 mm: Si</li>. <li>Micrófono, jack de entrada: Si</li>. </ul>. </li>. </ul>. <ul>. <li>Auriculares. <ul>. <li>Audifonos: Supraaural</li>. <li>Frecuencia de auricular: 20 - 20000 Hz</li>. <li>Obstrucción: 32 ohms</li>. <li>Sensibilidad de auricular: 100 dB</li>. </ul>. </li>. </ul>. <ul>. <li>Peso y dimensiones. <ul>. <li>Ancho: 260 mm</li>. <li>Profundidad: 228 mm</li>. <li>Altura: 140 mm</li>. <li>Peso: 450 g</li>. </ul>. </li>. </ul>. <ul>. <li>Otras características. <ul>. <li>Color de la base de transmisión y carga: Negro</li>. </ul>. </li>. </ul>";;;;;;auricular_gaming_fobos_gh-3a_negro_naranja_canyon.jpg;auricular_gaming_fobos_gh-3a_negro_naranja_canyon.jpg;;;;;;;;;;;;;;;;
;34285;;1;34,76;;0;1;normal;;;;CANYON;;5,29149E+12;1;1;1;kilogram;0,43;;;;;"AURICULAR GAMING CORAX GH-5A NEGRO/NARANJA CANYON";;"FANTáSTICA EXPERIENCIA DE JUEGO. A todos los jugadores les encantará este diseño elegante con luces LED y una forma agresiva y fresca.. Una vez encendido, el auricular Corax se puede notar por su brillo frío. En completa oscuridad, el efecto es especialmente atractivo. ¡Una decoración perfecta para tu genial juego de juegos!. . DIADEMA AJUSTABLE Y ALMOHADILLAS CóMODAS. ¡Ajuste los auriculares para que se ajusten a su cabeza y oídos! La diadema controlada de forma flexible le permitirá usar este auricular fácilmente durante mucho tiempo. Los auriculares Canyon Corax tienen todas las características bien equilibradas para los ganadores profesionales.. . ESPUMA CON MEMORIA EN LAS ALMOHADILLAS PARA LOS OíDOS. Tus oídos no se cansarán incluso durante las sesiones de juego nocturnas. La espuma con memoria en las almohadillas para los oídos mantendrá la forma de su cabeza y orejas para que no se canse incluso mientras juega sus juegos favoritos durante toda la noche.. . CONTROL DE VOLUMEN Y MICRóFONO EN LíNEA. La cubierta trenzada mejora la durabilidad y la resistencia adicionales del cable haciéndolo más flexible y no frágil al mismo tiempo. Y el control en acorde permitirá cambiar el nivel de volumen y ajustar el micrófono muy rápido.. . CALIDAD DE SONIDO CRISTALINA. El rendimiento de audio increíblemente profundo y potente combinado con un micrófono sensible brinda una experiencia de juego avanzada. Los auriculares suenan tan claros que recrean los efectos ambientales del juego y disfrutan jugando con toda su fuerza.. . ADAPTADOR COMBINADO DE JACK DE AUDIO DE 3,5 MM. El adaptador incluido hace que este auricular sea compatible con cualquier dispositivo moderno equipado con una toma de audio combinada de 3,5 mm para micrófono y auriculares.. . . . . . . . . <ul>. <li>Genial diseño de juego con iluminación LED</li>. <li>Diadema ajustable</li>. <li>Espuma viscoelástica en la almohadilla para la oreja</li>. <li>Comodidad adicional para un uso prolongado</li>. <li>Rendimiento de audio superior</li>. <li>Control del volumen</li>. <li>Pegatina de bonificación incluida en el paquete.</li>. </ul>. . . . . . . . . . . <ul>. <li>Adaptador combinado de jack de audio de 3,5 mm</li>. <li>Altavoz: &phi; 50 mm</li>. <li>Impedancia: 32 &Omega; ± 15 %</li>. <li>Sensibilidad: 95 ± 3dB</li>. <li>Frecuencia: 20 Hz a 20 kHz</li>. <li>Longitud del cable: 2m+/-10%</li>. <li>Enchufe: 2 x 3,5 mm + USB</li>. </ul>. . . . . . . . . <ul>. <li>. . . . . . . . </li>. </ul>";;;;;;auricular_gaming_corax_gh-5a_negro_naranja_canyon.jpg;auricular_gaming_corax_gh-5a_negro_naranja_canyon.jpg;;;;;;;;;;;;;;;;
;34286;;1;37,7;;0;1;normal;;;;CANYON;;5,29149E+12;1;1;1;kilogram;0,336;;;;;"AURICULAR GAMING NIGHTFALL GH-7 NEGRO/NARANJA CANYON";;"Este auricular Canyon Nightfall proporciona una experiencia de juego completamente inmersiva, sin ninguna molestia durante las largas sesiones nocturnas. La forma de las almohadillas permite utilizar los auriculares el mayor tiempo posible con la máxima comodidad.. . La tecnología Virtual Surround 7.1 crea un volumen rico y una sensación de 360 ??grados con un ambiente de sonido equilibrado. Le permite al jugador descubrir rápidamente de dónde proviene cada sonido. El cómodo micrófono ajustable transmite perfectamente la voz, y un cable de dos metros permite estar a una distancia óptima de la computadora.. La forma óptima, el diseño elegante y discreto, el cómodo control de volumen y micrófono: todo esto hará las delicias de los entusiastas de los juegos de cualquier género. ¡Excelente relación calidad-precio!. . Características. . TECNOLOGíA VIRTUAL SOUND 7.1. Asegúrate de escuchar todos los sonidos de tu juego. Estos auriculares brindan un sonido de gran volumen de alcance inmersivo y una sensación de 360 grados con un ambiente equilibrado. La tecnología permite a un jugador descubrir rápidamente de dónde proviene cada sonido.. . MICROFONO AJUSTABLE. El cómodo micrófono ajustable transmite perfectamente la voz, y un cable de dos metros permite estar a una distancia óptima de la computadora. La forma óptima, el diseño elegante y discreto, el cómodo control de volumen y micrófono: todo esto hará las delicias de los entusiastas de los juegos de cualquier género.. . CóMODOS COJINES PARA LOS OíDOS. La forma de las almohadillas permite utilizar los auriculares el mayor tiempo posible con la máxima comodidad. Los cojines están rellenos de espuma ultra suave y ecológica que se puede ajustar a cualquier forma de oreja y cabeza.. . CABLE TRENZADO DE 2 M Y FILTRO DE FERRITA. El cable trenzado y el filtro de ferrita suprimen el ruido de alta frecuencia y mejoran la nitidez de la señal. ¡Nada puede interferir con los sonidos de tu juego! La transmisión de señal instantánea proporcionada por el filtro de ferrita reduce la interferencia eléctrica.. . . . . . . . <ul>. <li>Virtual 7.1 surround sound</li>. <li>Comfortable ear cushions</li>. <li>Volume control</li>. <li>Adjustable headband and microphone</li>. <li>Bonus sticker included in the package</li>. </ul>. . . . . . . . . . . <ul>. <li>Driver diameter: 40mm</li>. <li>Impedance: 32&Omega;</li>. <li>Cable length: 2m</li>. <li>Connection type: USB</li>. </ul>. . . . . . . . . Especificaciones . Desempeño. <ul>. <li>Tipo de producto: Auriculares</li>. <li>Estilo de uso: Diadema</li>. <li>Uso recomendado: Juego</li>. <li>Tipo de auricular: Binaural</li>. <li>Color del producto: Negro, Naranja</li>. <li>Longitud de cable: 2 m</li>. </ul>. . Puertos e Interfaces. <ul>. <li>Tecnología de conectividad: Alámbrico</li>. <li>Conector de 3,5 mm: No</li>. <li>Conexión USB: Si</li>. <li>Bluetooth: No</li>. </ul>. . Auriculares. <ul>. <li>Audifonos: Circumaural</li>. <li>Obstrucción: 32 ohms</li>. <li>Unidad de disco: 4 cm</li>. </ul>. . Micrófono. <ul>. <li>Tipo de micrófono: Boom</li>. <li>Micrófono plegable: Si</li>. </ul>. . Peso y dimensiones. <ul>. <li>Ancho: 231 mm</li>. <li>Profundidad: 182 mm</li>. <li>Altura: 90 mm</li>. <li>Peso: 336 g</li>. </ul>. . Otras características. Conector de 2,5 mm: No. .";;;;;;auricular_gaming_nightfall_gh-7_negro_naranja_canyon__4_.jpg;auricular_gaming_nightfall_gh-7_negro_naranja_canyon__4_.jpg;;;;;;;;;;;;;;;;
;34287;;1;9,63;;0;1;normal;;;;CANYON;;5,29149E+12;1;1;1;kilogram;0,13;;;;;"ALFOMBRILLA 270x210 MP-2 NEGRO CANYON";;"Características:. SIN DIFICULTADES NI PéRDIDAS EN TODO TIPO DE JUEGOS. La orientación y el seguimiento con precisión de píxel se logran a través del marco cosido que no se deshilacha. La alfombrilla no resbalará gracias a su base de goma antideslizante.. . SE ADAPTA A RATONES DE TODOS LOS NIVELES DE JUEGO. Ya sea que sea un principiante o un jugador de nivel profesional, o incluso si usa un mouse de oficina estándar, esta almohadilla será la elección perfecta para usted. Debido a su superficie optimizada, aumentará el rendimiento de todo tipo de sensores de mouse. Y su tamaño es pequeño, por lo que puede moverlo fácilmente entre varios conjuntos de juegos.. . Especificaciones:. <ul>. <li>tamaño 270x210 mm</li>. <li>Tejido muy texturizado para un control del mouse con precisión de píxel</li>. <li>Optimizado para todas las sensibilidades y sensores del ratón</li>. <li>Diseño de tela altamente portátil</li>. <li>Lado superior: marco cosido anti-desgaste</li>. <li>Lado inferior: base de goma antideslizante </li>. </ul>.";;;;;;cne-cmp2-1.jpg;cne-cmp2-1.jpg;;;;;;;;;;;;;;;;
;34288;;1;10,54;;0;1;normal;;;;CANYON;;5,29149E+12;1;1;1;kilogram;0,16;;;;;"ALFOMBRILLA GAMING 350x250 CONTROL SURFACE NEGRO CANYON";;". CONTROL DEL RATóN CON PRECISIóN DE PíXELES. La superficie de tipo control de tejido muy texturizado permite mover cualquier ratón sobre esta alfombrilla con la mayor precisión posible. Y el lado inferior está hecho de una base de goma antideslizante y el superior está cosido con un paño antideshilachado.. . SE ADAPTA A SENSORES DE TODOS LOS NIVELES. Los materiales de alta calidad de esta alfombrilla permiten utilizarla con sensores de ratón de todos los niveles, desde principiantes hasta profesionales. Su diseño de tela es muy duradero y tiene una imagen atractiva.. . . <ul>. <li>tamaño 350x250 mm</li>. <li>Tejido muy texturizado para un control del mouse con precisión de píxel</li>. <li>Optimizado para todas las sensibilidades y sensores del ratón</li>. <li>Diseño basado en tela altamente portátil</li>. <li>Lado superior: marco cosido anti-desgaste</li>. <li>Lado inferior: base de goma antideslizante</li>. <li>Pegatina de bonificación incluida en el paquete. </li>. </ul>.";;;;;;alfombrilla_gaming_350x250_control_surface_negro_canyon.jpg;alfombrilla_gaming_350x250_control_surface_negro_canyon.jpg;;;;;;;;;;;;;;;;
;34289;;1;24,05;;0;1;normal;;;;CANYON;;5291485005924;1;1;1;kilogram;0,15;;;;;"RATON OPTICO GAMING APSTAR NEGRO RGB CANYON";;"Especificaciones:. . Connection: Wired. Interface: USB Type A. Number of Buttons: 6. Button Function: Programmable. Mouse Sensor: Sunplus SPCP6651B. Max&Min Movement Resolution: 800dpi - 6400dpi. Customised using the driver. Polling rate: 125-250-500-1000 Hz. Pointing Device Technology: Optical. Mouse Features: Side scroll. Braided cable with magnetic ferrite ring. RGB Backlight. Matt UV surface. Certifications: CE, RoHS. Colours: Black, Orange, Colourful lighting. Cable Length: 1.65 m. PACKAGING. Package Sizes: 146x64x196 mm. Package Weight: 289 g. Product Sizes: 123x81x53 mm. Product Weight: 150 g";;;;;;750x600_canyon_apstar_10001.jpg;750x600_canyon_apstar_10001.jpg;;;;;;;;;;;;;;;;
;34290;;1;10,75;;0;1;normal;;;;CANYON;;5291485002718;1;1;1;kilogram;0,07;;;;;"RATON OPTICO NEGRO CM-02 CANYON";;"No hay nada redundante en este mouse y aun así puede encontrar todo lo que necesita para un trabajo diario cómodo y fácil. Puede confiar plenamente en el rendimiento de este mouse gracias a la moderna tecnología de sensores Sharp y la compatibilidad con USB 2.0. Los botones están creados para manejar más de 3 millones de clics y la resolución de 1000 DPI es óptima para trabajar en computadoras portátiles pequeñas y monitores de computadora estándar. En una palabra, ¡usabilidad es el segundo nombre de este mouse!. . <ul>. <li>Resolución de 1000 ppp</li>. <li>Tecnología óptica de sensor de Sharp</li>. <li>Compatible con USB 2.0</li>. <li>Maneja más de 3 millones de clics</li>. </ul>. . ESPECIFICACIONES. Ubicación del dispositivo<span style='white-space:pre'></span>Externo. Conexión<span style='white-space:pre'></span>cableado. Longitud del cable<span style='white-space:pre'></span>1,25 m. Interfaz<span style='white-space:pre'></span>USB. Cantidad de botones<span style='white-space:pre'></span>3. Resolución<span style='white-space:pre'></span>1000 ppp. Tecnología de dispositivo señalador<span style='white-space:pre'></span>óptico. . TAMAñO Y PESO. Longitud<span style='white-space:pre'></span>35mm. Altura<span style='white-space:pre'></span>70mm. Ancho<span style='white-space:pre'></span>120mm. Peso<span style='white-space: pre;'></span>0,07 kg";;;;;;raton_optico_negro_cm-02_canyon__2_.jpg;raton_optico_negro_cm-02_canyon__2_.jpg;;;;;;;;;;;;;;;;
;34291;;1;11,03;;0;1;normal;;;;CANYON;;8717371861131;1;1;1;kilogram;0,07;;;;;"RATON OPTICO SIMPLE NEGRO CM-1 CANYON";;"Estilo clásico y comodidad de uso: de eso se trata el ratón CANYON CNE-CMS1. Este modelo cuenta con carcasa con tapa suave al tacto y cable confiable con USB 2.0. La resolución del mouse es de 1000 dpi y eso garantiza una alta precisión de movimientos.. . <table>. <tbody>. <tr>. <td data-title=''>Tecnología de conectividad</td>. <td data-title=''>Cable</td>. </tr>. <tr>. <td data-title=''>Longitud del cable</td>. <td data-title=''>1,8 metros</td>. </tr>. <tr>. <td data-title=''>Interfaz</td>. <td data-title=''>USB 2.0</td>. </tr>. <tr>. <td data-title=''>Número de botones</td>. <td data-title=''>3</td>. </tr>. <tr>. <td data-title=''>Funciones de tecla/botón</td>. <td data-title=''>Desplazamiento</td>. </tr>. <tr>. <td data-title=''>Resolución de movimiento</td>. <td data-title=''>1000 ppp</td>. </tr>. <tr>. <td data-title=''>Tecnología de dispositivo señalador</td>. <td data-title=''>óptico</td>. </tr>. </tbody>. </table>";;;;;;raton_optico_simple_negro_cm-1_canyon__1_.jpg;raton_optico_simple_negro_cm-1_canyon__1_.jpg;;;;;;;;;;;;;;;;
;34292;;1;9,56;;0;1;normal;;;;CANYON;;8717371863999;1;1;1;kilogram;0,076;;;;;"RATON OPTICO PLEASANT-TOUCH NEGRO CM-2 CANYON";;"Especificaciones:. . Device LocationExternal. Connectivity TechnologyWired. InterfaceUSB. Cable length1.5m. Number of Buttons3. Key/Button FunctionsScrolling. Movement Resolution1200 dpi. Pointing Device TechnologyOptical. Mouse FeaturesTop cover with rubber coating. CertificationsCE, RoHS. . MOUSE - SIZE AND WEIGHT. . Depth (mm)109 mm. Height (mm)38 mm. Width (mm)67 mm. Nominal Weight0.076 kg";;;;;;750x600_canyon_cm-2_10003.jpg;750x600_canyon_cm-2_10003.jpg;;;;;;;;;;;;;;;;
;34293;;1;12,85;;0;1;normal;;;;CANYON;;5291485003692;0;1;1;kilogram;0,07;;;;;"RATON OPTICO WIRELESS MW-5 NEGRO CANYON";;"Este mouse inalámbrico confiable se ha fabricado de acuerdo con todos los estándares y requisitos modernos para un uso diario intensivo. Tiene un sensor óptico nítido y 4 botones firmes que pueden manejar más de 3 millones de clics y su conexión inalámbrica de 2,4 GHz garantiza incontables semanas de trabajo impecable con 2 pilas AAA. 3 niveles de resolución permiten trabajar en diferentes pantallas. El mouse tiene un diseño moderno y genial y se adapta perfectamente a la mano derecha e izquierda.. . . <ul>. <li>Conectividad: inalámbrica, 2,4 GHz</li>. <li>Tecnología de dispositivo señalador: óptico</li>. <li>Número de botones: 4</li>. <li>Interfaz: USB 2.0</li>. <li>Resolución: 800/1200/1600 DPI</li>. <li>Equipado con pilas: 2 uds, tipo AAA</li>. <li>Orientación de ambas manos</li>. <li>Los botones pueden manejar más de 3 millones de clics</li>. </ul>. . . <ul>. <li>Conexión<span style='white-space:pre'></span>Inalámbrico</li>. <li>Interfaz<span style='white-space:pre'></span>USB</li>. <li>Tecnología inalámbrica<span style='white-space:pre'></span>RF</li>. <li>Frecuencia<span style='white-space:pre'></span>2,4 GHz</li>. <li>Cantidad de botones<span style='white-space:pre'></span>4</li>. <li>Resolución<span style='white-space:pre'></span>800 ppp 1200 ppp 1600ppp</li>. <li>Tecnología de dispositivo señalador<span style='white-space:pre'></span>óptico</li>. <li>Características del ratón<span style='white-space: pre;'></span>Recubrimiento combinado de caucho/PU </li>. </ul>";;;;;;raton_optico_wireless_mw-5_canyon__7_.jpg;raton_optico_wireless_mw-5_canyon__7_.jpg;;;;;;;;;;;;;;;;
;34294;;1;12,85;;0;1;normal;;;;CANYON;;5291485003715;0;1;1;kilogram;0,07;;;;;"RATON OPTICO WIRELESS MW-5 AZUL CANYON";;"Este mouse inalámbrico confiable se ha fabricado de acuerdo con todos los estándares y requisitos modernos para un uso diario intensivo. Tiene un sensor óptico nítido y 4 botones firmes que pueden manejar más de 3 millones de clics y su conexión inalámbrica de 2,4 GHz garantiza incontables semanas de trabajo impecable con 2 pilas AAA. 3 niveles de resolución permiten trabajar en diferentes pantallas. El mouse tiene un diseño moderno y genial y se adapta perfectamente a la mano derecha e izquierda.. . . <ul>. <li>Conectividad: inalámbrica, 2,4 GHz</li>. <li>Tecnología de dispositivo señalador: óptico</li>. <li>Número de botones: 4</li>. <li>Interfaz: USB 2.0</li>. <li>Resolución: 800/1200/1600 DPI</li>. <li>Equipado con pilas: 2 uds, tipo AAA</li>. <li>Orientación de ambas manos</li>. <li>Los botones pueden manejar más de 3 millones de clics</li>. </ul>. . . <ul>. <li>Conexión<span style='white-space:pre'></span>Inalámbrico</li>. <li>Interfaz<span style='white-space:pre'></span>USB</li>. <li>Tecnología inalámbrica<span style='white-space:pre'></span>RF</li>. <li>Frecuencia<span style='white-space:pre'></span>2,4 GHz</li>. <li>Cantidad de botones<span style='white-space:pre'></span>4</li>. <li>Resolución<span style='white-space:pre'></span>800 ppp 1200 ppp 1600ppp</li>. <li>Tecnología de dispositivo señalador<span style='white-space:pre'></span>óptico</li>. <li>Características del ratón<span style='white-space: pre;'></span>Recubrimiento combinado de caucho/PU </li>. </ul>";;;;;;raton_optico_wireless_mw-5_canyon__5_.jpg;raton_optico_wireless_mw-5_canyon__5_.jpg;;;;;;;;;;;;;;;;
